feature,category,shap_mean_abs_mean,shap_mean_abs_std,rank_shap_mean_abs,subject_level_std,subject_level_unique_count,subject_level_missing_count,is_constant,is_near_constant
tqwt_skewnessValue_dec_16,TQWT,0.0,0.0,550.0,0.007078873768756404,251,0,False,False
det_LT_entropy_log_5_coef,Wavelet,0.0,0.0,550.0,32.58905580614042,252,0,False,False
det_LT_entropy_log_4_coef,Wavelet,0.0,0.0,550.0,40.65795745562928,252,0,False,False
det_LT_entropy_log_3_coef,Wavelet,0.0,0.0,550.0,59.967573934539,252,0,False,False
tqwt_skewnessValue_dec_7,TQWT,0.0,0.0,550.0,0.18601455148778326,252,0,False,False
tqwt_skewnessValue_dec_6,TQWT,0.0,0.0,550.0,0.6743515254829818,252,0,False,False
tqwt_skewnessValue_dec_5,TQWT,0.0,0.0,550.0,0.05883217930980855,252,0,False,False
tqwt_skewnessValue_dec_4,TQWT,0.0,0.0,550.0,1.0962446513904507,252,0,False,False
det_LT_entropy_log_2_coef,Wavelet,0.0,0.0,550.0,101.98789669191721,252,0,False,False
det_LT_entropy_log_1_coef,Wavelet,0.0,0.0,550.0,188.46247531121796,252,0,False,False
tqwt_maxValue_dec_36,TQWT,0.0,0.0,550.0,0.3344106425254753,252,0,False,False
tqwt_maxValue_dec_35,TQWT,0.0,0.0,550.0,0.13238998519483441,252,0,False,False
tqwt_maxValue_dec_34,TQWT,0.0,0.0,550.0,0.13240530031654213,252,0,False,False
VFER_NSR_TKEO,Other,0.0,0.0,550.0,0.06722702716110025,249,0,False,False
det_LT_entropy_shannon_8_coef,Wavelet,0.0,0.0,550.0,35.79236447743952,252,0,False,False
det_LT_entropy_shannon_6_coef,Wavelet,0.0,0.0,550.0,4.678852499712952,252,0,False,False
VFER_std,Other,0.0,0.0,550.0,0.001668399986654827,252,0,False,False
VFER_mean,Other,0.0,0.0,550.0,0.002290384179564767,252,0,False,False
GNE_NSR_TKEO,Nonlinear,0.0,0.0,550.0,0.05844113691032307,250,0,False,False
GNE_SNR_SEO,Nonlinear,0.0,0.0,550.0,267230.0420958209,252,0,False,False
det_LT_entropy_shannon_2_coef,Wavelet,0.0,0.0,550.0,0.8510823382048751,252,0,False,False
GNE_std,Nonlinear,0.0,0.0,550.0,0.11133228880725785,252,0,False,False
GNE_mean,Nonlinear,0.0,0.0,550.0,0.3208760296117019,252,0,False,False
GQ_std_cycle_closed,Other,0.0,0.0,550.0,5.317963214236612,161,0,False,False
GQ_std_cycle_open,Other,0.0,0.0,550.0,26.508550268314643,252,0,False,False
GQ_prc5_95,Other,0.0,0.0,550.0,0.10066992574016731,159,0,False,False
tqwt_skewnessValue_dec_23,TQWT,0.0,0.0,550.0,0.006728684872710859,252,0,False,False
det_LT_entropy_shannon_1_coef,Wavelet,0.0,0.0,550.0,0.9127505560420636,252,0,False,False
det_LT_TKEO_std_4_coef,Wavelet,0.0,0.0,550.0,0.1409583855159422,252,0,False,False
det_LT_TKEO_std_2_coef,Wavelet,0.0,0.0,550.0,0.04557247351422013,251,0,False,False
tqwt_kurtosisValue_dec_28,TQWT,0.0,0.0,550.0,35.45120028460854,251,0,False,False
det_LT_TKEO_mean_10_coef,Wavelet,0.0,0.0,550.0,1.9008236715628353,252,0,False,False
det_LT_TKEO_mean_9_coef,Wavelet,0.0,0.0,550.0,0.1352110895265623,252,0,False,False
det_LT_TKEO_mean_8_coef,Wavelet,0.0,0.0,550.0,0.908279690819786,252,0,False,False
tqwt_kurtosisValue_dec_22,TQWT,0.0,0.0,550.0,0.6369587862876196,252,0,False,False
tqwt_kurtosisValue_dec_21,TQWT,0.0,0.0,550.0,0.6669396793436599,252,0,False,False
apq5Shimmer,Shimmer,0.0,0.0,550.0,0.023697910591854162,250,0,False,False
apq3Shimmer,Shimmer,0.0,0.0,550.0,0.019393021305727412,251,0,False,False
locDbShimmer,Shimmer,0.0,0.0,550.0,0.33375170794214315,244,0,False,False
det_LT_TKEO_mean_7_coef,Wavelet,0.0,0.0,550.0,0.1971142130312562,252,0,False,False
det_LT_TKEO_mean_4_coef,Wavelet,0.0,0.0,550.0,0.07659756431542677,252,0,False,False
rapJitter,Jitter,0.0,0.0,550.0,0.000883847547080086,184,0,False,False
det_LT_TKEO_mean_3_coef,Wavelet,0.0,0.0,550.0,0.039427929182060624,252,0,False,False
stdDevPeriodPulses,Other,0.0,0.0,550.0,0.0005330818070701856,249,0,False,False
f2,Formant / Bandwidth,0.0,0.0,550.0,158.40476961317108,252,0,False,False
det_LT_TKEO_mean_2_coef,Wavelet,0.0,0.0,550.0,0.01685777429077884,245,0,False,False
meanIntensity,Intensity,0.0,0.0,550.0,6.877177102762645,252,0,False,False
maxIntensity,Intensity,0.0,0.0,550.0,6.276421175841767,252,0,False,False
minIntensity,Intensity,0.0,0.0,550.0,8.465378932466471,252,0,False,False
meanHarmToNoiseHarmonicity,HNR / Harmonicity,0.0,0.0,550.0,5.202318210405596,252,0,False,False
det_LT_TKEO_mean_1_coef,Wavelet,0.0,0.0,550.0,0.010461076348971884,247,0,False,False
det_LT_entropy_log_10_coef,Wavelet,0.0,0.0,550.0,31.062865741518877,252,0,False,False
ddaShimmer,Shimmer,0.0,0.0,550.0,0.05817878432096385,252,0,False,False
tqwt_kurtosisValue_dec_3,TQWT,0.0,0.0,550.0,1199.8257100520125,252,0,False,False
det_LT_entropy_log_9_coef,Wavelet,0.0,0.0,550.0,29.848637668950882,252,0,False,False
app_LT_entropy_shannon_10_coef,Wavelet,0.0,0.0,550.0,472967.55188512575,252,0,False,False
tqwt_skewnessValue_dec_32,TQWT,0.0,0.0,550.0,0.7317526603651772,252,0,False,False
tqwt_skewnessValue_dec_31,TQWT,0.0,0.0,550.0,0.7303213715053664,252,0,False,False
app_LT_entropy_shannon_9_coef,Wavelet,0.0,0.0,550.0,221834.46388720383,252,0,False,False
app_LT_entropy_shannon_8_coef,Wavelet,0.0,0.0,550.0,103599.9264631474,252,0,False,False
tqwt_maxValue_dec_27,TQWT,0.0,0.0,550.0,0.5523019771545825,252,0,False,False
