feature,category,p_mannwhitney,q_mannwhitney,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney_scientific,subject_level_std,subject_level_unique_count,is_constant,is_near_constant,selected_folds,selection_frequency,mean_abs_l1_coefficient,l1_selected_any,l1_selected_near_constant,tree_importance_mean,tree_importance_std,permutation_importance_mean,permutation_importance_std_across_folds,permutation_importance_positive,rank_q_mannwhitney,rank_abs_cohens_d,rank_abs_cliffs_delta,rank_selection_frequency,rank_permutation_importance,rank_tree_importance,mean_rank,rank_score,included_in_top10,included_in_top20,included_in_top50
tqwt_stdValue_dec_19,TQWT,0.015214750554683928,0.028603731042805784,-0.3002275202674838,0.3002275202674838,-0.20329122340425532,0.20329122340425532,2.860e-02,0.14039227117172395,252,False,False,0,0.0,0.0,False,False,0.0015063624089379593,0.00016344184057001885,0.0,0.0,False,400.0,377.0,400.0,456.5,382.5,220.0,372.6666666666667,0.0026833631484794273,False,False,False
GNE_mean,Nonlinear,0.008298655859113227,0.01642260317382407,-0.4412683245209276,0.4412683245209276,-0.22107712765957446,0.22107712765957446,1.642e-02,0.3208760296117019,252,False,False,0,0.0,0.0,False,False,0.00118203816672715,0.00031514936732835255,0.0,0.0,False,380.0,273.0,379.0,456.5,382.5,368.0,373.1666666666667,0.0026797677534613666,False,False,False
tqwt_entropy_log_dec_20,TQWT,0.0006687306938933974,0.001746130145166093,-0.5047630348635207,0.5047630348635207,-0.284906914893617,0.284906914893617,1.746e-03,6410.03975049965,252,False,False,0,0.0,0.0,False,False,0.0007566485523921177,0.0002559522133672125,0.0,0.0,False,288.0,233.0,288.0,456.5,382.5,592.0,373.3333333333333,0.0026785714285714286,False,False,False
tqwt_TKEO_mean_dec_26,TQWT,0.0008067567413909663,0.0020705838550375655,0.18915678211172213,0.18915678211172213,0.28058510638297873,0.28058510638297873,2.071e-03,0.5515335528348231,252,False,False,0,0.0,0.0,False,False,0.0011976059044407994,0.00030368093206434516,0.0,0.0,False,293.0,468.0,293.0,456.5,382.5,356.0,374.8333333333333,0.002667852378835038,False,False,False
tqwt_entropy_log_dec_23,TQWT,0.004028251842395035,0.008729813791011717,-0.45692186325390416,0.45692186325390416,-0.24085771276595744,0.24085771276595744,8.730e-03,3979.736865453828,252,False,False,0,0.0,0.0,False,False,0.0009847281014189705,0.00032146295445735495,0.0,0.0,False,347.0,261.0,347.0,456.5,382.5,469.0,377.1666666666667,0.0026513477684489612,False,False,False
tqwt_kurtosisValue_dec_11,TQWT,0.029624648146241342,0.05192945316077736,0.16993093612463367,0.16993093612463367,0.18218085106382978,0.18218085106382978,5.193e-02,24.007348281068058,252,False,False,3,0.6,0.06711044779600331,True,False,0.0009551332555303545,0.00037277460583972873,0.0,0.0,False,429.0,488.0,429.0,45.0,382.5,495.0,378.0833333333333,0.0026449195503636764,False,False,False
tqwt_maxValue_dec_35,TQWT,0.0023137578485315302,0.005370203401529971,-0.37614056505477433,0.37614056505477433,-0.2551529255319149,0.2551529255319149,5.370e-03,0.13238998519483441,252,False,False,0,0.0,0.0,False,False,0.0009929954170484726,0.00042463229722255997,0.0,0.0,False,323.5,320.0,323.5,456.5,382.5,463.0,378.1666666666667,0.002644336712208021,False,False,False
tqwt_entropy_log_dec_3,TQWT,0.003308806733852603,0.007449768454662147,-0.397329315361323,0.397329315361323,-0.24601063829787234,0.24601063829787234,7.450e-03,229195.11805249334,252,False,False,0,0.0,0.0,False,False,0.0009912919353289786,0.0002725738303909484,0.0,0.0,False,334.0,308.0,334.0,456.5,382.5,465.0,380.0,0.002631578947368421,False,False,False
tqwt_TKEO_mean_dec_27,TQWT,0.00039551887030591813,0.001093493347316362,0.2639206140103439,0.2639206140103439,0.2967087765957447,0.2967087765957447,1.093e-03,0.878890019549485,252,False,False,0,0.0,0.0,False,False,0.0009530498900954552,0.00022051041617232426,0.0,0.0,False,272.0,405.0,272.0,456.5,382.5,497.0,380.8333333333333,0.00262582056892779,False,False,False
tqwt_TKEO_mean_dec_32,TQWT,0.1137820341609231,0.17462059120206974,-0.3301183110685704,0.3301183110685704,-0.13248005319148937,0.13248005319148937,1.746e-01,0.07798499906459037,252,False,False,0,0.0,0.0,False,False,0.001769893419157274,0.0005381746130372139,0.0,0.0,False,489.5,351.0,489.5,456.5,382.5,120.0,381.5,0.002621231979030144,False,False,False
det_LT_entropy_log_4_coef,Wavelet,0.0011175251310817065,0.002820063418031689,0.4011744480868193,0.4011744480868193,0.27293882978723405,0.27293882978723405,2.820e-03,40.65795745562928,252,False,False,0,0.0,0.0,False,False,0.0008360662706534356,0.00019078166189135802,0.0,0.0,False,298.0,302.0,298.0,456.5,382.5,558.0,382.5,0.00261437908496732,False,False,False
tqwt_TKEO_mean_dec_36,TQWT,7.310137646061633e-05,0.00024323997831143134,-0.2805427892673769,0.2805427892673769,-0.33211436170212766,0.33211436170212766,2.432e-04,0.046502224912572054,252,False,False,0,0.0,0.0,False,False,0.0007071625497211823,0.00014073172495184205,0.0,0.0,False,225.5,393.0,225.5,456.5,382.5,612.0,382.5,0.00261437908496732,False,False,False
tqwt_energy_dec_5,TQWT,0.024668827071342072,0.044380282195333104,-0.27671467655730403,0.27671467655730403,-0.18816489361702127,0.18816489361702127,4.438e-02,0.004019812151492711,252,False,False,0,0.0,0.0,False,False,0.0015009952374929836,0.0003154454692798763,0.0,0.0,False,418.0,396.0,418.0,456.5,382.5,225.0,382.6666666666667,0.0026132404181184667,False,False,False
tqwt_maxValue_dec_33,TQWT,0.021665241661728712,0.039353289201980654,-0.4472571470707029,0.4472571470707029,-0.19232047872340424,0.19232047872340424,3.935e-02,0.1469994636237887,252,False,False,0,0.0,0.0,False,False,0.0011860934772112857,0.00041711851239884976,0.0,0.0,False,414.0,269.0,414.0,456.5,382.5,364.0,383.3333333333333,0.0026086956521739132,False,False,False
tqwt_kurtosisValue_dec_23,TQWT,0.00010420549359374434,0.0003348826118910074,0.026782991919293446,0.026782991919293446,0.3249667553191489,0.3249667553191489,3.349e-04,1.1538764671335853,251,False,False,0,0.0,0.0,False,False,0.0013431238245681114,0.0003154112099251938,0.0,0.0,False,234.0,705.0,234.0,456.5,382.5,291.0,383.8333333333333,0.002605297438124186,False,False,False
tqwt_entropy_shannon_dec_20,TQWT,0.0034601803525935943,0.007744213170090426,-0.38764486926707264,0.38764486926707264,-0.2448470744680851,0.2448470744680851,7.744e-03,206.1696031960179,252,False,False,0,0.0,0.0,False,False,0.0009749477949050307,0.0002393686257415615,0.0,0.0,False,336.0,316.0,336.0,456.5,382.5,479.0,384.3333333333333,0.0026019080659150044,False,False,False
tqwt_maxValue_dec_26,TQWT,0.016155369444051354,0.030145999558130566,0.3132881780599174,0.3132881780599174,0.2014627659574468,0.2014627659574468,3.015e-02,0.5518151326915535,252,False,False,0,0.0,0.0,False,False,0.001341083499360126,0.00018250830422969827,0.0,0.0,False,403.0,369.0,403.0,456.5,382.5,292.0,384.3333333333333,0.0026019080659150044,False,False,False
tqwt_medianValue_dec_34,TQWT,0.023670646781950293,0.04268663400486,0.12987940932427544,0.12987940932427544,0.18949468085106383,0.18949468085106383,4.269e-02,0.0012253388168876138,252,False,False,0,0.0,0.0,False,False,0.0019030254620873502,0.00035387018515544187,0.0,0.0,False,417.0,533.0,417.0,456.5,382.5,100.0,384.3333333333333,0.0026019080659150044,False,False,False
tqwt_minValue_dec_2,TQWT,0.0017653848125762657,0.004255030061081255,0.3905358734661191,0.3905358734661191,0.2618849734042553,0.2618849734042553,4.255e-03,0.018265484335051523,251,False,False,0,0.0,0.0,False,False,0.0008867909006041446,0.00023507017030126987,0.0,0.0,False,311.5,314.0,311.5,456.5,382.5,530.0,384.3333333333333,0.0026019080659150044,False,False,False
tqwt_medianValue_dec_29,TQWT,0.26919890277222913,0.35829659271631203,0.24360324949707238,0.24360324949707238,-0.09258643617021277,0.09258643617021277,3.583e-01,0.0035881554950552945,252,False,False,4,0.8,0.14136126978037677,True,False,0.001190291016871792,0.00017681923171249426,0.0,0.0,False,565.0,418.0,565.0,21.0,382.5,360.0,385.25,0.0025957170668397143,False,False,False
tqwt_medianValue_dec_31,TQWT,0.63866824791183,0.7031896375251774,-0.3420571237115702,0.3420571237115702,-0.03939494680851064,0.03939494680851064,7.032e-01,0.0009383105204714493,252,False,False,1,0.2,0.005445619979567209,True,False,0.0019031148229333567,0.0007451660320233767,0.0,0.0,False,683.0,341.0,683.0,127.0,382.5,99.0,385.9166666666667,0.00259123299503347,False,False,False
tqwt_medianValue_dec_5,TQWT,0.5480408217853026,0.6283155499344772,0.3695531734980256,0.3695531734980256,0.049783909574468085,0.049783909574468085,6.283e-01,5.694648480784122e-06,179,False,False,3,0.6,0.04273100563915559,True,False,0.0014266697246447238,0.00040264700109884905,0.0,0.0,False,655.5,322.0,657.0,45.0,382.5,254.0,386.0,0.0025906735751295338,False,False,False
meanAutoCorrHarmonicity,HNR / Harmonicity,0.00014870388248010614,0.0004564298760205707,-0.27931547430995074,0.27931547430995074,-0.3176529255319149,0.3176529255319149,4.564e-04,0.05936149591717223,252,False,False,0,0.0,0.0,False,False,0.000749121205261605,0.00016327848350868065,0.0,0.0,False,244.5,394.0,244.5,456.5,382.5,595.0,386.1666666666667,0.002589555459646094,False,False,False
tqwt_maxValue_dec_36,TQWT,0.0008727549923190299,0.00222478560753868,-0.28334669577774824,0.28334669577774824,-0.2787566489361702,0.2787566489361702,2.225e-03,0.3344106425254753,252,False,False,0,0.0,0.0,False,False,0.0009506453751276194,0.00037273899639027867,0.0,0.0,False,295.0,389.0,295.0,456.5,382.5,500.0,386.3333333333333,0.0025884383088869718,False,False,False
tqwt_maxValue_dec_4,TQWT,0.002268326600784307,0.005313961382522738,-0.2904518732841457,0.2904518732841457,-0.2556515957446808,0.2556515957446808,5.314e-03,0.029562005584630253,252,False,False,0,0.0,0.0,False,False,0.001010653616119643,0.00010683406345386205,0.0,0.0,False,321.0,385.0,321.0,456.5,382.5,454.0,386.6666666666667,0.002586206896551724,False,False,False
std_MFCC_5th_coef,MFCC,0.00910986151285769,0.01779380742251684,0.4067449936634513,0.4067449936634513,0.21841755319148937,0.21841755319148937,1.779e-02,0.11612705262893656,252,False,False,0,0.0,0.0,False,False,0.0010411576888554096,0.0004174230263384742,0.0,0.0,False,384.5,294.0,383.5,456.5,382.5,431.0,388.6666666666667,0.0025728987993138934,False,False,False
ddaShimmer,Shimmer,0.0017713588760361137,0.0042557887373136025,0.34340996337253243,0.34340996337253243,0.26180186170212766,0.26180186170212766,4.256e-03,0.05817878432096385,252,False,False,0,0.0,0.0,False,False,0.0008807444115308578,0.0002044661718344751,0.0,0.0,False,313.0,337.0,313.0,456.5,382.5,535.0,389.5,0.0025673940949935813,False,False,False
IMF_NSR_SEO,Other,0.003977864636757513,0.008645532389715752,0.3995893504003394,0.3995893504003394,0.24119015957446807,0.24119015957446807,8.646e-03,0.05640868112074922,252,False,False,0,0.0,0.0,False,False,0.0009292434933800189,0.00037120483092361976,0.0,0.0,False,346.0,303.0,346.0,456.5,382.5,507.0,390.1666666666667,0.0025630072618539083,False,False,False
tqwt_kurtosisValue_dec_6,TQWT,0.003572134405215225,0.007900720802123085,0.2331941863871932,0.2331941863871932,0.2440159574468085,0.2440159574468085,7.901e-03,734.1205434302385,252,False,False,0,0.0,0.0,False,False,0.001120851601985599,0.0004462856868346389,0.0,0.0,False,340.0,428.0,340.0,456.5,382.5,397.0,390.6666666666667,0.002559726962457338,False,False,False
tqwt_energy_dec_18,TQWT,0.5507536664293402,0.6303908023666116,-0.12547330768540482,0.12547330768540482,-0.05003324468085106,0.05003324468085106,6.304e-01,0.08370314679160336,252,False,False,3,0.6,0.11158548550704109,True,False,0.0021674572921831304,0.00031370219871735313,0.0,0.0,False,657.0,536.0,656.0,45.0,382.5,68.0,390.75,0.0025591810620601407,False,False,False
b1,Formant / Bandwidth,0.06850646247874306,0.11031447491223723,0.09174389070649894,0.09174389070649894,0.15259308510638298,0.15259308510638298,1.103e-01,202.34083173933368,252,False,False,1,0.2,0.0025202074207138674,True,False,0.0012997907726440025,0.00015379531057453985,0.0,0.0,False,466.5,593.0,466.5,127.0,382.5,310.0,390.9166666666667,0.002558089959496909,False,False,False
tqwt_medianValue_dec_1,TQWT,0.14502552395794138,0.2130062383132264,-0.14562235897295323,0.14562235897295323,-0.12209109042553191,0.12209109042553191,2.130e-01,1.4706389855037521e-06,250,False,False,2,0.4,0.0612241192119522,True,False,0.0012062405296487133,0.00030509503335631865,0.0,0.0,False,511.5,515.0,512.0,75.5,382.5,351.0,391.25,0.0025559105431309905,False,False,False
tqwt_entropy_shannon_dec_23,TQWT,0.03506843556974028,0.060485008138634604,-0.255480659069231,0.255480659069231,-0.17652925531914893,0.17652925531914893,6.049e-02,151.16310041727976,252,False,False,2,0.4,0.036598271248577285,True,False,0.0007205452307924383,0.00011753774530137092,0.0,0.0,False,436.0,411.0,436.0,75.5,382.5,609.0,391.6666666666667,0.002553191489361702,False,False,False
tqwt_medianValue_dec_35,TQWT,0.017146721561364684,0.03183786324480554,-0.2028775197941574,0.2028775197941574,-0.1996343085106383,0.1996343085106383,3.184e-02,0.0011533428511042042,252,False,False,0,0.0,0.0,False,False,0.0014452669619204638,0.0004156467005120532,0.0,0.0,False,405.0,453.0,405.0,456.5,382.5,249.0,391.8333333333333,0.002552105487026797,False,False,False
tqwt_skewnessValue_dec_3,TQWT,0.23549863822551664,0.31909004674880814,-0.08580531693863132,0.08580531693863132,-0.09940159574468085,0.09940159574468085,3.191e-01,0.09681189419714974,252,False,False,1,0.2,0.036751666819027536,True,False,0.0017021687428958143,0.00038286509774885033,0.0,0.0,False,555.0,604.0,555.0,127.0,382.5,143.0,394.4166666666667,0.002535389816184238,False,False,False
std_MFCC_0th_coef,MFCC,0.0017954271437052103,0.004299876471548784,0.3712988417855977,0.3712988417855977,0.261469414893617,0.261469414893617,4.300e-03,0.568027926298161,252,False,False,0,0.0,0.0,False,False,0.000784353274595326,0.00023012367550006134,0.0,0.0,False,314.0,321.0,314.0,456.5,382.5,579.0,394.5,0.0025348542458808617,False,False,False
tqwt_energy_dec_35,TQWT,0.050737369503457086,0.08478778192577718,-0.4616163333448748,0.4616163333448748,-0.1636469414893617,0.1636469414893617,8.479e-02,0.0013412582610363216,251,False,False,0,0.0,0.0,False,False,0.0011759501830062196,0.00024497716025296325,0.0,0.0,False,450.0,259.0,450.0,456.5,382.5,371.0,394.8333333333333,0.0025327142254115663,False,False,False
b4,Formant / Bandwidth,0.8605191585337622,0.8888879220019081,-0.22522296917501716,0.22522296917501716,-0.014793882978723404,0.014793882978723404,8.889e-01,417.1509956335488,252,False,False,4,0.8,0.09497210028370592,True,False,0.0020665907665771625,0.0005639761341738589,0.0,0.0,False,726.5,435.0,727.5,21.0,382.5,78.0,395.0833333333333,0.0025311115798354778,False,False,False
GQ_std_cycle_closed,Other,0.005476628753993072,0.011408379011088063,0.384545033008802,0.384545033008802,0.22689494680851063,0.22689494680851063,1.141e-02,5.317963214236612,161,False,False,0,0.0,0.0,False,False,0.000966790691069889,0.00028205560358685923,0.0,0.0,False,361.0,317.0,369.0,456.5,382.5,485.0,395.1666666666667,0.0025305778152678194,False,False,False
tqwt_minValue_dec_3,TQWT,0.0037581299313372285,0.008287723484943096,0.264751175222938,0.264751175222938,0.24268617021276595,0.24268617021276595,8.288e-03,0.022711717907368728,252,False,False,0,0.0,0.0,False,False,0.0010206266304377534,0.00024995541815892437,0.0,0.0,False,341.0,404.0,341.0,456.5,382.5,448.0,395.5,0.0025284450063211127,False,False,False
tqwt_stdValue_dec_32,TQWT,0.08286477115359425,0.13063796207023665,-0.3980017036608331,0.3980017036608331,-0.14527925531914893,0.14527925531914893,1.306e-01,0.05342410890466964,252,False,False,0,0.0,0.0,False,False,0.0013874043450059139,0.00015469389762384742,0.0,0.0,False,477.0,306.0,477.0,456.5,382.5,274.0,395.5,0.0025284450063211127,False,False,False
tqwt_skewnessValue_dec_35,TQWT,0.20277915333063568,0.2797980244121799,0.1070217099367985,0.1070217099367985,0.10671542553191489,0.10671542553191489,2.798e-01,0.8513657077666263,252,False,False,1,0.2,0.0237604387627463,True,False,0.0015479292124691837,0.00042687616950240855,0.0,0.0,False,545.0,570.0,545.0,127.0,382.5,204.0,395.5833333333333,0.0025279123657046556,False,False,False
mean_5th_delta,Delta / Delta-delta,0.17729809465986757,0.25061685560943686,0.12470453118944624,0.12470453118944624,0.11303191489361702,0.11303191489361702,2.506e-01,0.0024609748380686773,252,False,False,1,0.2,0.04522263475246722,True,False,0.0013980806174951547,0.00038302536148183204,0.0,0.0,False,532.0,539.0,532.0,127.0,382.5,269.0,396.9166666666667,0.002519420533277346,False,False,False
tqwt_entropy_log_dec_36,TQWT,0.012675920197903747,0.024317071400060248,-0.42555274190847986,0.42555274190847986,-0.20877659574468085,0.20877659574468085,2.432e-02,868.3082300183194,252,False,False,0,0.0,0.0,False,False,0.0009778049473557373,0.0002408748894579273,0.0,0.0,False,392.0,283.0,392.0,456.5,382.5,476.0,397.0,0.0025188916876574307,False,False,False
tqwt_TKEO_mean_dec_23,TQWT,0.005593397838671879,0.011619434184202356,-0.34387972870121447,0.34387972870121447,-0.23204787234042554,0.23204787234042554,1.162e-02,0.17006966234367005,252,False,False,0,0.0,0.0,False,False,0.0009641349284743421,0.00045115795205891786,0.0,0.0,False,362.0,335.0,361.0,456.5,382.5,489.0,397.6666666666667,0.002514668901927913,False,False,False
det_LT_entropy_log_2_coef,Wavelet,0.005009073131879545,0.01052185194182519,0.42104686743255115,0.42104686743255115,0.23503989361702127,0.23503989361702127,1.052e-02,101.98789669191721,252,False,False,0,0.0,0.0,False,False,0.0008629884269357948,0.00026992188111826413,0.0,0.0,False,358.0,286.0,358.0,456.5,382.5,546.0,397.8333333333333,0.0025136154168412233,False,False,False
meanNoiseToHarmHarmonicity,HNR / Harmonicity,0.00015110090247721304,0.00046190194578400083,0.25065469580128685,0.25065469580128685,0.31732047872340424,0.31732047872340424,4.619e-04,0.09628323015426693,252,False,False,0,0.0,0.0,False,False,0.00058312219222843,0.0001153630465625046,0.0,0.0,False,246.0,414.0,246.0,456.5,382.5,656.0,400.1666666666667,0.0024989587671803413,False,False,False
tqwt_entropy_log_dec_32,TQWT,0.06850646247874306,0.11031447491223723,-0.30259136433996353,0.30259136433996353,-0.15259308510638298,0.15259308510638298,1.103e-01,1026.2157738335552,252,False,False,0,0.0,0.0,False,False,0.0014266377830901198,0.0003274412150539638,0.0,0.0,False,466.5,374.0,466.5,456.5,382.5,255.0,400.1666666666667,0.0024989587671803413,False,False,False
tqwt_minValue_dec_36,TQWT,0.0006082714296924287,0.0015993710319185538,0.26374667628314735,0.26374667628314735,0.28706781914893614,0.28706781914893614,1.599e-03,0.31946844072994324,252,False,False,0,0.0,0.0,False,False,0.0007693444405631794,0.00014548822288005747,0.0,0.0,False,285.5,406.0,285.5,456.5,382.5,585.0,400.1666666666667,0.0024989587671803413,False,False,False
tqwt_stdValue_dec_4,TQWT,0.003083085201776095,0.007004471515817594,-0.24548173623066719,0.24548173623066719,-0.24783909574468085,0.24783909574468085,7.004e-03,0.0035587671090290553,252,False,False,0,0.0,0.0,False,False,0.0009641246107578407,0.00024429177888117245,0.0,0.0,False,331.0,415.0,331.0,456.5,382.5,490.0,401.0,0.0024937655860349127,False,False,False
tqwt_minValue_dec_18,TQWT,0.08717807137309885,0.13686411205129506,0.22436376830141028,0.22436376830141028,0.1432845744680851,0.1432845744680851,1.369e-01,0.366272150969383,252,False,False,0,0.0,0.0,False,False,0.0016154615014950507,0.0003115993081977124,0.0,0.0,False,479.0,437.0,479.0,456.5,382.5,179.0,402.1666666666667,0.0024865312888520514,False,False,False
tqwt_meanValue_dec_16,TQWT,0.03902838186435503,0.0667030526408977,0.27250290351584694,0.27250290351584694,0.17287234042553193,0.17287234042553193,6.670e-02,2.2119459912516254e-19,251,False,True,4,0.8,0.0820570502567177,True,True,0.0,0.0,0.0,0.0,False,440.0,400.0,440.0,21.0,382.5,735.0,403.0833333333333,0.0024808765763903247,False,False,False
tqwt_energy_dec_29,TQWT,0.00016364144479851298,0.0004942103071826577,0.1546243192401377,0.1546243192401377,0.3156582446808511,0.3156582446808511,4.942e-04,0.028067276410913056,252,False,False,0,0.0,0.0,False,False,0.0007843732098150749,0.000285653720888437,0.0,0.0,False,249.0,510.0,249.0,456.5,382.5,578.0,404.1666666666667,0.002474226804123711,False,False,False
tqwt_skewnessValue_dec_27,TQWT,0.8839755324418272,0.9106158909537727,0.22968741738552093,0.22968741738552093,-0.012300531914893617,0.012300531914893617,9.106e-01,0.9634290935928078,252,False,False,2,0.4,0.018523127574527155,True,False,0.002097504848291185,0.0002107654629817227,0.0,0.0,False,730.0,431.0,730.0,75.5,382.5,76.0,404.1666666666667,0.002474226804123711,False,False,False
tqwt_maxValue_dec_18,TQWT,0.08042961398422463,0.12733277834976195,-0.2250891306275698,0.2250891306275698,-0.14644281914893617,0.14644281914893617,1.273e-01,0.3670859660530976,252,False,False,0,0.0,0.0,False,False,0.0015509161689087505,0.0004499492779641055,0.0,0.0,False,475.0,436.0,475.0,456.5,382.5,203.0,404.6666666666667,0.002471169686985173,False,False,False
mean_1st_delta,Delta / Delta-delta,0.01770964016640254,0.03272149730991329,-0.31344148170227454,0.31344148170227454,-0.1986369680851064,0.1986369680851064,3.272e-02,0.003398704052221194,252,False,False,0,0.0,0.0,False,False,0.001091017758572513,0.00033479475168221443,0.0,0.0,False,407.0,368.0,407.0,456.5,382.5,408.0,404.8333333333333,0.002470152326060107,False,False,False
tqwt_medianValue_dec_25,TQWT,0.5340779771038524,0.6178871365878416,0.32558629866054395,0.32558629866054395,0.05152925531914894,0.05152925531914894,6.179e-01,0.0025847932433931435,181,False,False,4,0.8,0.25411792957920154,True,False,0.0011715030487938426,0.0001471662797109592,0.0,0.0,False,650.0,355.0,652.0,21.0,382.5,373.0,405.5833333333333,0.002465584549003493,False,False,False
tqwt_medianValue_dec_17,TQWT,0.2921741899996766,0.3814955368444852,0.021555504606485042,0.021555504606485042,0.08710106382978723,0.08710106382978723,3.815e-01,0.0006173277965498204,178,False,False,3,0.6,0.04387356328283483,True,False,0.001691150181621226,0.00043514995141178856,0.0,0.0,False,574.0,712.0,577.0,45.0,382.5,147.0,406.25,0.0024615384615384616,False,False,False
tqwt_TKEO_std_dec_1,TQWT,0.008082449352049829,0.016122020988704168,-0.31051143666752484,0.31051143666752484,-0.22182513297872342,0.22182513297872342,1.612e-02,4.689207066773516e-05,251,False,False,0,0.0,0.0,False,False,0.0009718821551051653,0.0002595415205716899,0.0,0.0,False,377.0,371.0,377.0,456.5,382.5,480.0,407.3333333333333,0.0024549918166939444,False,False,False
tqwt_energy_dec_33,TQWT,0.8333094879843903,0.8703454652281409,-0.4402951890577749,0.4402951890577749,-0.01770279255319149,0.01770279255319149,8.703e-01,0.006074726430650559,251,False,False,1,0.2,0.00035131950637534243,True,False,0.0014889416045436106,0.00024176593272237092,0.0,0.0,False,720.0,275.0,720.0,127.0,382.5,231.0,409.25,0.002443494196701283,False,False,False
tqwt_skewnessValue_dec_11,TQWT,0.3471580736044044,0.4380249519303895,-0.1987326627050966,0.1987326627050966,-0.07878989361702128,0.07878989361702128,4.380e-01,0.10805348853098264,252,False,False,1,0.2,0.02620453037194424,True,False,0.0013327337158275114,0.00022378988873596897,0.0,0.0,False,596.0,458.0,596.0,127.0,382.5,297.0,409.4166666666667,0.0024424994911459393,False,False,False
det_LT_entropy_log_6_coef,Wavelet,0.007419716792792345,0.014998997387580223,0.3442274994195983,0.3442274994195983,0.22423537234042554,0.22423537234042554,1.500e-02,29.37533784122763,252,False,False,0,0.0,0.0,False,False,0.0008723884208421262,0.0003931894035389406,0.0,0.0,False,371.5,334.0,371.5,456.5,382.5,541.0,409.5,0.002442002442002442,False,False,False
tqwt_kurtosisValue_dec_22,TQWT,0.006089645750409221,0.012477966224271756,0.353738859738752,0.353738859738752,0.22972074468085107,0.22972074468085107,1.248e-02,0.6369587862876196,252,False,False,0,0.0,0.0,False,False,0.0008530091688397715,0.00024452774390587676,0.0,0.0,False,367.0,330.0,366.0,456.5,382.5,555.0,409.5,0.002442002442002442,False,False,False
tqwt_TKEO_std_dec_26,TQWT,0.005661980870912132,0.011729503071421277,0.19362128579246707,0.19362128579246707,0.2317154255319149,0.2317154255319149,1.173e-02,0.21113898491482394,252,False,False,0,0.0,0.0,False,False,0.001038785625846813,0.0002715675732421695,0.0,0.0,False,363.0,462.0,362.0,456.5,382.5,434.0,410.0,0.0024390243902439024,False,False,False
mean_MFCC_8th_coef,MFCC,0.10162776706455402,0.15790099345567069,0.19580509096571524,0.19580509096571524,0.1371343085106383,0.1371343085106383,1.579e-01,0.8057762858796013,252,False,False,1,0.2,0.019707458677801944,True,False,0.0009022814635944812,0.00016903030537613714,0.0,0.0,False,484.0,460.0,484.0,127.0,382.5,524.0,410.25,0.002437538086532602,False,False,False
tqwt_TKEO_std_dec_19,TQWT,0.10498992363762848,0.16178775117929634,-0.14137413517768457,0.14137413517768457,-0.13580452127659576,0.13580452127659576,1.618e-01,0.08996087995660593,252,False,False,0,0.0,0.0,False,False,0.0017255221994680763,0.00011486520077445059,0.0,0.0,False,488.0,517.0,488.0,456.5,382.5,134.0,411.0,0.0024330900243309003,False,False,False
GNE_NSR_TKEO,Nonlinear,0.8418411807799395,0.8768207312278595,-0.18134940486489387,0.18134940486489387,-0.016788563829787235,0.016788563829787235,8.768e-01,0.05844113691032307,250,False,False,3,0.6,0.07393582156760872,True,False,0.0017663184123097452,0.00032097109433388107,0.0,0.0,False,722.0,475.0,722.0,45.0,382.5,121.0,411.25,0.0024316109422492403,False,False,False
tqwt_skewnessValue_dec_6,TQWT,0.6847228657670307,0.7398155101390906,-0.13016438606998132,0.13016438606998132,-0.03407579787234043,0.03407579787234043,7.398e-01,0.6743515254829818,252,False,False,3,0.6,0.07419989517617534,True,False,0.0017706372801775758,0.00047319151992688326,0.0,0.0,False,696.0,532.0,696.0,45.0,382.5,119.0,411.75,0.0024286581663630845,False,False,False
tqwt_TKEO_mean_dec_19,TQWT,0.02479612791440701,0.04450283577955625,-0.1576115457925919,0.1576115457925919,-0.18799867021276595,0.18799867021276595,4.450e-02,0.16383960169421077,252,False,False,0,0.0,0.0,False,False,0.0013512382807574703,0.00026272752629021256,0.0,0.0,False,419.0,505.0,419.0,456.5,382.5,289.0,411.8333333333333,0.002428166734115743,False,False,False
tqwt_energy_dec_34,TQWT,0.12362725064946599,0.18593538497679685,-0.4225365769253723,0.4225365769253723,-0.12898936170212766,0.12898936170212766,1.859e-01,0.0026505378671741087,251,False,False,0,0.0,0.0,False,False,0.0011990705528850502,0.0003833447595198216,0.0,0.0,False,499.5,285.0,499.5,456.5,382.5,355.0,413.0,0.002421307506053269,False,False,False
tqwt_skewnessValue_dec_30,TQWT,0.44996818541077555,0.5419685141755624,-0.16908802993190453,0.16908802993190453,-0.0633311170212766,0.0633311170212766,5.420e-01,0.19366792697456126,252,False,False,1,0.2,0.002231484641099531,True,False,0.0014859436120412402,0.0004954769385976239,0.0,0.0,False,625.0,489.0,624.0,127.0,382.5,233.0,413.4166666666667,0.0024188671638782503,False,False,False
tqwt_TKEO_std_dec_18,TQWT,0.04589237772136195,0.07772763073527969,-0.12050956495493664,0.12050956495493664,-0.16722074468085107,0.16722074468085107,7.773e-02,0.109443435964061,251,False,False,0,0.0,0.0,False,False,0.0015407802571377948,0.0003653452592200092,0.0,0.0,False,444.0,551.0,444.0,456.5,382.5,207.0,414.1666666666667,0.002414486921529175,False,False,False
