feature,category,p_mannwhitney,q_mannwhitney,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney_scientific,subject_level_std,subject_level_unique_count,is_constant,is_near_constant,selected_folds,selection_frequency,mean_abs_l1_coefficient,l1_selected_any,l1_selected_near_constant,tree_importance_mean,tree_importance_std,permutation_importance_mean,permutation_importance_std_across_folds,permutation_importance_positive,rank_q_mannwhitney,rank_abs_cohens_d,rank_abs_cliffs_delta,rank_selection_frequency,rank_permutation_importance,rank_tree_importance,mean_rank,rank_score,included_in_top10,included_in_top20,included_in_top50
tqwt_energy_dec_30,TQWT,0.016420593696187074,0.030565065493892773,0.0022157681580245517,0.0022157681580245517,0.20096409574468085,0.20096409574468085,3.057e-02,0.004745357458337687,251,False,False,0,0.0,0.0,False,False,0.000646192268776544,0.00013711139064505155,0.0,0.0,False,404.0,748.0,404.0,456.5,382.5,640.0,505.8333333333333,0.0019769357495881385,False,False,False
tqwt_medianValue_dec_21,TQWT,0.3023311547549994,0.3919879799582061,-0.013621237871207205,0.013621237871207205,-0.08643617021276596,0.08643617021276596,3.920e-01,0.0006577063005568984,252,False,False,0,0.0,0.0,False,False,0.0012921090770131507,0.0004188073513487906,0.0,0.0,False,579.0,729.0,579.0,456.5,382.5,313.0,506.5,0.0019743336623889436,False,False,False
tqwt_TKEO_std_dec_20,TQWT,0.3051316551232721,0.39425945816615227,0.09486046897715192,0.09486046897715192,-0.0859375,0.0859375,3.943e-01,0.07281173724697083,252,False,False,0,0.0,0.0,False,False,0.0010181603597548628,0.00023448634082242644,0.0,0.0,False,581.5,587.0,581.5,456.5,382.5,451.0,506.6666666666667,0.001973684210526316,False,False,False
mean_MFCC_11th_coef,MFCC,0.2858880749128292,0.37783450322398515,0.1430406945449185,0.1430406945449185,0.08942819148936171,0.08942819148936171,3.778e-01,0.5552819057195407,252,False,False,0,0.0,0.0,False,False,0.0008589097091294629,0.00020413909139227007,0.0,0.0,False,568.5,516.0,568.5,456.5,382.5,549.0,506.8333333333333,0.0019730351857941467,False,False,False
b2,Formant / Bandwidth,0.8001551383407967,0.842740425815517,-0.07544014819035835,0.07544014819035835,-0.02127659574468085,0.02127659574468085,8.427e-01,285.8383861835082,252,False,False,1,0.2,0.008965162621014476,True,False,0.0009767180911764272,0.00017555928488731314,0.0,0.0,False,714.0,626.0,714.0,127.0,382.5,478.0,506.9166666666667,0.001972710833470327,False,False,False
tqwt_meanValue_dec_19,TQWT,0.6572228290727693,0.7194054839340939,0.17852119984715947,0.17852119984715947,0.03723404255319149,0.03723404255319149,7.194e-01,9.57762728915303e-19,251,False,True,2,0.4,0.01343653905989009,True,True,0.0,0.0,0.0,0.0,False,687.0,478.0,687.0,75.5,382.5,735.0,507.5,0.0019704433497536944,False,False,False
det_LT_TKEO_std_9_coef,Wavelet,0.0679057472187602,0.11005414204419758,0.08646925559476008,0.08646925559476008,0.1529255319148936,0.1529255319148936,1.101e-01,0.2867762177629551,252,False,False,0,0.0,0.0,False,False,0.0004834496728351673,6.10846382189926e-05,0.0,0.0,False,464.0,603.0,464.0,456.5,382.5,681.0,508.5,0.0019665683382497543,False,False,False
tqwt_stdValue_dec_1,TQWT,0.4037816031648154,0.4945338201627706,-0.0842914435380803,0.0842914435380803,-0.06998005319148937,0.06998005319148937,4.945e-01,0.0014704150774605526,252,False,False,0,0.0,0.0,False,False,0.0011645230211389291,0.00032962095494517,0.0,0.0,False,614.0,607.0,614.0,456.5,382.5,379.0,508.8333333333333,0.001965280052407468,False,False,False
Ed_9_coef,Wavelet,0.08060154718426242,0.12733689807261628,0.07498886483862112,0.07498886483862112,0.1463597074468085,0.1463597074468085,1.273e-01,0.015122402231430696,251,False,False,0,0.0,0.0,False,False,0.0006455702334597338,0.0001479959263345253,0.0,0.0,False,476.0,628.0,476.0,456.5,382.5,641.0,510.0,0.00196078431372549,False,False,False
det_LT_TKEO_mean_10_coef,Wavelet,0.17476123334809324,0.24843184778405694,0.1852223098514304,0.1852223098514304,0.11369680851063829,0.11369680851063829,2.484e-01,1.9008236715628353,252,False,False,0,0.0,0.0,False,False,0.0004407782968440709,8.972009998088037e-05,0.0,0.0,False,529.0,471.0,529.0,456.5,382.5,697.0,510.8333333333333,0.001957585644371941,False,False,False
det_entropy_log_6_coef,Wavelet,0.3079493138559124,0.39653747263638034,0.14595267786572433,0.14595267786572433,0.08543882978723404,0.08543882978723404,3.965e-01,28.765991019213732,252,False,False,0,0.0,0.0,False,False,0.0008654933805445339,0.0002415874587004944,0.0,0.0,False,584.0,514.0,584.0,456.5,382.5,545.0,511.0,0.0019569471624266144,False,False,False
tqwt_TKEO_mean_dec_30,TQWT,0.4523535187076986,0.5425356396621839,0.034959347782861146,0.034959347782861146,-0.06299867021276596,0.06299867021276596,5.425e-01,0.07053834519685369,252,False,False,1,0.2,0.0106817949488761,True,False,0.0007029811038087437,0.0002790638076396874,0.0,0.0,False,627.0,691.0,627.0,127.0,382.5,615.0,511.5833333333333,0.0019547157517510994,False,False,False
det_LT_entropy_shannon_1_coef,Wavelet,0.08572060871333777,0.13485752667872386,0.10063929157677351,0.10063929157677351,0.1439494680851064,0.1439494680851064,1.349e-01,0.9127505560420636,252,False,False,0,0.0,0.0,False,False,0.0004389868157813422,0.0001243220451704162,0.0,0.0,False,478.0,578.0,478.0,456.5,382.5,699.0,512.0,0.001953125,False,False,False
tqwt_medianValue_dec_32,TQWT,0.5721664269719853,0.6519229592165651,0.2000817554484352,0.2000817554484352,0.04737367021276596,0.04737367021276596,6.519e-01,0.0012275319020599394,252,False,False,0,0.0,0.0,False,False,0.0009976004934109362,0.00027186910373281546,0.0,0.0,False,659.5,455.0,659.5,456.5,382.5,460.0,512.1666666666666,0.00195248942401562,False,False,False
tqwt_medianValue_dec_4,TQWT,0.6077820726994643,0.6811506984649733,-0.019136712311053725,0.019136712311053725,-0.04305186170212766,0.04305186170212766,6.812e-01,4.343657932392675e-06,250,False,False,1,0.2,0.031223125839525086,True,False,0.0009285661588387468,0.0003048244947747602,0.0,0.0,False,671.0,715.0,671.0,127.0,382.5,508.0,512.4166666666666,0.0019515368352577655,False,False,False
det_entropy_shannon_2_coef,Wavelet,0.1372479472004534,0.20357091971349303,0.13716456015665432,0.13716456015665432,-0.12450132978723404,0.12450132978723404,2.036e-01,471999.53331105824,252,False,False,0,0.0,0.0,False,False,0.0004309838917338362,0.0002361273594915254,0.0,0.0,False,506.5,522.0,506.5,456.5,382.5,702.0,512.6666666666666,0.0019505851755526658,False,False,False
tqwt_TKEO_mean_dec_1,TQWT,0.37267537542373474,0.4639931826467691,-0.12158474978701538,0.12158474978701538,-0.07471742021276596,0.07471742021276596,4.640e-01,1.7259640328283468e-05,246,False,False,0,0.0,0.0,False,False,0.0009712406302942262,0.00023936165956646077,0.0,0.0,False,604.0,548.0,604.0,456.5,382.5,482.0,512.8333333333334,0.0019499512512187193,False,False,False
det_LT_TKEO_mean_9_coef,Wavelet,0.07095315540909337,0.1140101984351244,0.08711300021216857,0.08711300021216857,0.1512632978723404,0.1512632978723404,1.140e-01,0.1352110895265623,252,False,False,0,0.0,0.0,False,False,0.0004240497535355863,0.00018171237531725319,0.0,0.0,False,468.0,601.0,468.0,456.5,382.5,707.0,513.8333333333334,0.0019461563412260783,False,False,False
det_LT_TKEO_std_10_coef,Wavelet,0.179862283193855,0.25376442206712746,0.18103346969097678,0.18103346969097678,0.11236702127659574,0.11236702127659574,2.538e-01,3.7771859366025584,252,False,False,0,0.0,0.0,False,False,0.0004274832440781465,9.21577875992411e-05,0.0,0.0,False,533.0,476.0,533.0,456.5,382.5,705.0,514.3333333333334,0.0019442644199611145,False,False,False
Ed_10_coef,Wavelet,0.1897235832254377,0.2642076566398688,0.15878349429182811,0.15878349429182811,0.10987367021276596,0.10987367021276596,2.642e-01,0.10864423514878582,252,False,False,0,0.0,0.0,False,False,0.0005424638085928015,0.00017867628982816682,0.0,0.0,False,540.0,503.0,540.0,456.5,382.5,668.0,515.0,0.001941747572815534,False,False,False
tqwt_skewnessValue_dec_15,TQWT,0.6803517055242139,0.7361503346103724,-0.11924442460468473,0.11924442460468473,-0.034574468085106384,0.034574468085106384,7.362e-01,0.019024547247342816,252,False,False,0,0.0,0.0,False,False,0.0013012531706010307,0.00030499150328678443,0.0,0.0,False,695.0,554.0,695.0,456.5,382.5,308.0,515.1666666666666,0.001941119378841799,False,False,False
Ed2_1_coef,Wavelet,0.026774960199109788,0.04771272528372171,0.032653264032055714,0.032653264032055714,0.18550531914893617,0.18550531914893617,4.771e-02,0.00033076603120200867,250,False,False,0,0.0,0.0,False,False,0.0003995623820022587,0.00024736569387700543,0.0,0.0,False,422.0,696.0,422.0,456.5,382.5,714.0,515.5,0.0019398642095053346,False,False,False
mean_9th_delta_delta,Delta / Delta-delta,0.5271454853925743,0.6108064792222125,0.11202348124191945,0.11202348124191945,0.05302526595744681,0.05302526595744681,6.108e-01,0.00019175770980680876,252,False,False,0,0.0,0.0,False,False,0.001120303154762028,0.0003769400637802707,0.0,0.0,False,649.0,566.0,649.0,456.5,382.5,398.0,516.8333333333334,0.0019348597226701062,False,False,False
tqwt_skewnessValue_dec_1,TQWT,0.7863791242598387,0.8293928491492268,-0.09486180934017195,0.09486180934017195,0.022772606382978722,0.022772606382978722,8.294e-01,6.048271192427671,252,False,False,0,0.0,0.0,False,False,0.0014396896543160686,0.00030402368525709776,0.0,0.0,False,713.0,586.0,713.0,456.5,382.5,250.0,516.8333333333334,0.0019348597226701062,False,False,False
tqwt_meanValue_dec_4,TQWT,0.576224855912857,0.6555538451535075,0.09472788056955156,0.09472788056955156,0.046875,0.046875,6.556e-01,4.684072241903329e-21,251,False,True,2,0.4,0.017561981296310505,True,True,0.0,0.0,0.0,0.0,False,661.0,588.0,661.0,75.5,382.5,735.0,517.1666666666666,0.0019336126329358686,False,False,False
det_TKEO_mean_3_coef,Other,0.1722515663214056,0.24532798839715345,-0.16046848440809477,0.16046848440809477,0.11436170212765957,0.11436170212765957,2.453e-01,1433.108068396863,252,False,False,0,0.0,0.0,False,False,0.0004203253793056201,0.00013463223382893094,0.0,0.0,False,528.0,502.0,528.0,456.5,382.5,710.0,517.8333333333334,0.0019311232700354038,False,False,False
Ed_1_coef,Wavelet,0.054614580280760015,0.09066261450580912,0.038737759003216236,0.038737759003216236,0.16098736702127658,0.16098736702127658,9.066e-02,0.01873015438746559,245,False,False,0,0.0,0.0,False,False,0.0004986090463782427,0.00011952692790762378,0.0,0.0,False,453.0,685.0,453.0,456.5,382.5,678.0,518.0,0.0019305019305019305,False,False,False
tqwt_entropy_shannon_dec_29,TQWT,0.16853775938783622,0.2423334513568888,-0.07747853607456744,0.07747853607456744,0.11535904255319149,0.11535904255319149,2.423e-01,315.3178287323248,252,False,False,0,0.0,0.0,False,False,0.0007262926192577082,0.0001262298420248524,0.0,0.0,False,523.0,622.0,523.0,456.5,382.5,605.0,518.6666666666666,0.0019280205655526994,False,False,False
tqwt_skewnessValue_dec_34,TQWT,0.6147431960436585,0.6869047302003435,0.06121993145365267,0.06121993145365267,0.04222074468085106,0.04222074468085106,6.869e-01,0.8505171788136131,252,False,False,0,0.0,0.0,False,False,0.0013557909537978263,0.0003536657272871253,0.0,0.0,False,673.0,640.0,673.0,456.5,382.5,287.0,518.6666666666666,0.0019280205655526994,False,False,False
mean_8th_delta_delta,Delta / Delta-delta,0.7111675017784542,0.7585786685636846,-0.006361528659039299,0.006361528659039299,0.03108377659574468,0.03108377659574468,7.586e-01,0.00020534225606019718,252,False,False,2,0.4,0.015421413913023855,True,False,0.0009305766449799697,0.00018943455132366415,0.0,0.0,False,705.0,740.0,705.0,75.5,382.5,505.0,518.8333333333334,0.0019274012206874397,False,False,False
mean_10th_delta,Delta / Delta-delta,0.4559448799669048,0.5451042126154411,0.04023394581679768,0.04023394581679768,0.0625,0.0625,5.451e-01,0.0016521593786676463,252,False,False,0,0.0,0.0,False,False,0.001218860793981983,0.0003089774307137087,0.0,0.0,False,628.5,677.0,628.5,456.5,382.5,343.0,519.3333333333334,0.001925545571245186,False,False,False
tqwt_skewnessValue_dec_4,TQWT,0.956456988323638,0.9615717315767055,-0.058719931840717735,0.058719931840717735,-0.004654255319148936,0.004654255319148936,9.616e-01,1.0962446513904507,252,False,False,1,0.2,0.10907198833147935,True,False,0.0009847143470728937,0.0003795777355757224,0.0,0.0,False,748.0,641.0,748.0,127.0,382.5,470.0,519.4166666666666,0.0019252366436707847,False,False,False
mean_7th_delta,Delta / Delta-delta,0.9091077644019512,0.9301347467078467,0.001797197640805349,0.001797197640805349,-0.00964095744680851,0.00964095744680851,9.301e-01,0.0019286032744448348,252,False,False,1,0.2,0.009285579402717108,True,False,0.0011373617279448515,0.00044398755930221713,0.0,0.0,False,735.0,749.0,735.0,127.0,382.5,391.0,519.9166666666666,0.0019233851578778652,False,False,False
det_entropy_shannon_4_coef,Wavelet,0.17038708120913248,0.24401741975392077,0.11220233957717055,0.11220233957717055,-0.11486037234042554,0.11486037234042554,2.440e-01,617929.1286675667,252,False,False,0,0.0,0.0,False,False,0.0005570074470347293,0.00019129944542187855,0.0,0.0,False,526.0,564.0,525.0,456.5,382.5,666.0,520.0,0.0019230769230769232,False,False,False
tqwt_TKEO_mean_dec_25,TQWT,0.2913006045649633,0.3814955368444852,0.05385893132259677,0.05385893132259677,0.0884308510638298,0.0884308510638298,3.815e-01,0.5619322041280519,252,False,False,0,0.0,0.0,False,False,0.0009718450092812197,0.0003169690151812688,0.0,0.0,False,574.0,654.0,573.5,456.5,382.5,481.0,520.25,0.0019221528111484864,False,False,False
tqwt_energy_dec_4,TQWT,0.24182799240686337,0.3264894978275786,0.052669163814883874,0.052669163814883874,-0.09807180851063829,0.09807180851063829,3.265e-01,0.0036736089844870926,250,False,False,0,0.0,0.0,False,False,0.0009231814081574917,0.00026051464978683463,0.0,0.0,False,557.0,657.0,557.0,456.5,382.5,512.0,520.3333333333334,0.0019218449711723253,False,False,False
tqwt_entropy_shannon_dec_30,TQWT,0.38831179082367917,0.48028037286086633,-0.2423690761581255,0.2423690761581255,-0.07230718085106383,0.07230718085106383,4.803e-01,12.78578321562163,252,False,False,0,0.0,0.0,False,False,0.000619730536850276,0.000195984976020751,0.0,0.0,False,607.5,421.0,607.5,456.5,382.5,648.0,520.5,0.0019212295869356388,False,False,False
tqwt_stdValue_dec_21,TQWT,0.27222179609965735,0.3610419588482228,-0.03898013900836577,0.03898013900836577,-0.09200465425531915,0.09200465425531915,3.610e-01,0.11048663324089185,251,False,False,0,0.0,0.0,False,False,0.0009836098423107382,0.00032046327507621007,0.0,0.0,False,566.5,682.0,566.5,456.5,382.5,471.0,520.8333333333334,0.0019199999999999998,False,False,False
tqwt_TKEO_mean_dec_29,TQWT,0.24990716889431275,0.33618996602598067,0.08370573005378656,0.08370573005378656,0.09640957446808511,0.09640957446808511,3.362e-01,0.49793214129984426,252,False,False,0,0.0,0.0,False,False,0.0008213688838793829,0.00011749121154080564,0.0,0.0,False,559.0,611.0,559.0,456.5,382.5,563.0,521.8333333333334,0.0019163206643244969,False,False,False
tqwt_skewnessValue_dec_36,TQWT,0.6358332864976162,0.7010947675164331,0.05446608099741986,0.05446608099741986,0.039727393617021274,0.039727393617021274,7.011e-01,2.7218008265388325,252,False,False,0,0.0,0.0,False,False,0.001384336330641858,0.000401901879440632,0.0,0.0,False,681.5,653.0,681.5,456.5,382.5,276.0,521.8333333333334,0.0019163206643244969,False,False,False
det_TKEO_mean_4_coef,Other,0.15256641098312962,0.2219147796118249,-0.10132002054080667,0.10132002054080667,0.11984707446808511,0.11984707446808511,2.219e-01,2253.5361674876303,252,False,False,0,0.0,0.0,False,False,0.00047609943092462287,0.00014168660915574063,0.0,0.0,False,516.5,577.0,516.5,456.5,382.5,686.0,522.5,0.0019138755980861245,False,False,False
det_entropy_log_2_coef,Wavelet,0.4440361466202978,0.5359794257760255,0.23398471951238037,0.23398471951238037,0.0641622340425532,0.0641622340425532,5.360e-01,101.37413518993567,252,False,False,0,0.0,0.0,False,False,0.000684155710800666,0.00018484855728224793,0.0,0.0,False,623.0,427.0,623.0,456.5,382.5,624.0,522.6666666666666,0.0019132653061224492,False,False,False
det_TKEO_std_5_coef,Other,0.1137820341609231,0.17462059120206974,0.07837683296593241,0.07837683296593241,0.13248005319148937,0.13248005319148937,1.746e-01,4895.239093894113,252,False,False,0,0.0,0.0,False,False,0.0004328419904471802,0.00015430465936288088,0.0,0.0,False,489.5,620.0,489.5,456.5,382.5,701.0,523.1666666666666,0.0019114367633004143,False,False,False
Ed_8_coef,Wavelet,0.07872600305329287,0.12516269407204278,0.02270884063173679,0.02270884063173679,0.14727393617021275,0.14727393617021275,1.252e-01,0.05139405254092171,251,False,False,0,0.0,0.0,False,False,0.0006291319018035879,0.0002852069003093944,0.0,0.0,False,473.0,711.0,473.0,456.5,382.5,645.0,523.5,0.0019102196752626551,False,False,False
det_TKEO_std_3_coef,Other,0.15313663782800258,0.22231419236806552,-0.1125210690583389,0.1125210690583389,0.1196808510638298,0.1196808510638298,2.223e-01,2282.29347066291,252,False,False,0,0.0,0.0,False,False,0.00036965169627568763,0.00017550122888937753,0.0,0.0,False,518.0,562.0,518.0,456.5,382.5,715.0,525.3333333333334,0.0019035532994923856,False,False,False
tqwt_skewnessValue_dec_16,TQWT,0.46196588909260883,0.5496809313253826,0.11572905754216228,0.11572905754216228,0.0616688829787234,0.0616688829787234,5.497e-01,0.007078873768756404,251,False,False,0,0.0,0.0,False,False,0.0009507402500308467,0.00020202221003706223,0.0,0.0,False,632.0,556.0,632.0,456.5,382.5,499.0,526.3333333333334,0.0018999366687777073,False,False,False
Ed2_8_coef,Wavelet,0.05228388867569269,0.08717845739272927,0.010326510787977129,0.010326510787977129,0.16256648936170212,0.16256648936170212,8.718e-02,0.0025549052038232717,251,False,False,0,0.0,0.0,False,False,0.00047660798722347976,0.0002011299239350151,0.0,0.0,False,451.0,733.0,451.0,456.5,382.5,685.0,526.5,0.001899335232668566,False,False,False
det_TKEO_std_4_coef,Other,0.12754827650192524,0.19106833452081232,-0.0545678319479854,0.0545678319479854,0.1276595744680851,0.1276595744680851,1.911e-01,3889.1015203744714,252,False,False,0,0.0,0.0,False,False,0.000524979679892198,0.00021547690855730275,0.0,0.0,False,502.0,652.0,502.0,456.5,382.5,670.0,527.5,0.0018957345971563982,False,False,False
tqwt_kurtosisValue_dec_31,TQWT,0.8124530446092177,0.8544960692952891,-0.07698056221735146,0.07698056221735146,0.0199468085106383,0.0199468085106383,8.545e-01,16.037014732622993,252,False,False,0,0.0,0.0,False,False,0.0013884769876981967,0.00040883958808702177,0.0,0.0,False,715.0,624.0,715.0,456.5,382.5,273.0,527.6666666666666,0.0018951358180669617,False,False,False
det_entropy_shannon_5_coef,Wavelet,0.11885918026084946,0.17984326671259315,-0.0565185841679383,0.0565185841679383,-0.13065159574468085,0.13065159574468085,1.798e-01,508628.05207926064,252,False,False,0,0.0,0.0,False,False,0.0004604738340149762,0.00010168981924878175,0.0,0.0,False,497.0,644.0,497.0,456.5,382.5,690.0,527.8333333333334,0.0018945374171139878,False,False,False
mean_6th_delta,Delta / Delta-delta,0.548105054198161,0.6283155499344772,0.08236013403620086,0.08236013403620086,0.0503656914893617,0.0503656914893617,6.283e-01,0.002419019153569761,252,False,False,0,0.0,0.0,False,False,0.0010884564642377136,0.00033040776966092447,0.0,0.0,False,655.5,612.0,655.0,456.5,382.5,409.0,528.4166666666666,0.0018924459864374705,False,False,False
det_LT_TKEO_mean_8_coef,Wavelet,0.11469222716689263,0.17530194071037247,-0.01858969934956201,0.01858969934956201,0.13214760638297873,0.13214760638297873,1.753e-01,0.908279690819786,252,False,False,0,0.0,0.0,False,False,0.0006667579598651675,0.00022857636623353978,0.0,0.0,False,492.0,717.0,492.0,456.5,382.5,632.0,528.6666666666666,0.001891551071878941,False,False,False
tqwt_meanValue_dec_33,TQWT,0.39214491319443756,0.48343110610199513,0.2986092348526173,0.2986092348526173,0.0717253989361702,0.0717253989361702,4.834e-01,7.708608707785723e-19,251,False,True,0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,610.0,379.0,610.0,456.5,382.5,735.0,528.8333333333334,0.0018909549322407816,False,False,False
det_TKEO_mean_6_coef,Other,0.14584916054457187,0.2137983795897038,-0.0313077204309846,0.0313077204309846,0.12184175531914894,0.12184175531914894,2.138e-01,3328.893913633011,252,False,False,0,0.0,0.0,False,False,0.0007043321008162325,0.00010684668158016728,0.0,0.0,False,513.0,699.0,513.0,456.5,382.5,613.0,529.5,0.0018885741265344666,False,False,False
tqwt_meanValue_dec_30,TQWT,0.5448029382050923,0.6264400757342957,0.06702630949961019,0.06702630949961019,0.05078125,0.05078125,6.264e-01,2.314822788316234e-19,249,False,True,1,0.2,0.037678934135017425,True,True,0.0,0.0,0.0,0.0,False,653.5,632.0,654.0,127.0,382.5,735.0,530.6666666666666,0.001884422110552764,False,False,False
tqwt_meanValue_dec_3,TQWT,0.9501311794330941,0.9603476437280737,0.11424107331640283,0.11424107331640283,0.005319148936170213,0.005319148936170213,9.603e-01,4.128668010332473e-21,251,False,True,4,0.8,0.05259118124738922,True,True,0.0,0.0,0.0,0.0,False,744.0,558.0,744.0,21.0,382.5,735.0,530.75,0.0018841262364578427,False,False,False
det_LT_TKEO_mean_1_coef,Wavelet,0.056773310655550656,0.09362616143196073,-3.57295696955531e-06,3.57295696955531e-06,0.1595744680851064,0.1595744680851064,9.363e-02,0.010461076348971884,247,False,False,0,0.0,0.0,False,False,0.00047827335834963104,0.0001545426907650917,0.0,0.0,False,456.0,752.0,456.0,456.5,382.5,683.0,531.0,0.0018832391713747645,False,False,False
tqwt_meanValue_dec_34,TQWT,0.5009012942146629,0.5876408319023814,0.3482470027657493,0.3482470027657493,0.056432845744680854,0.056432845744680854,5.876e-01,4.071259557301223e-19,247,False,True,0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,641.0,332.0,641.0,456.5,382.5,735.0,531.3333333333334,0.0018820577164366374,False,False,False
det_LT_TKEO_std_8_coef,Wavelet,0.12074884300494065,0.18233560228858509,0.004035043716155599,0.004035043716155599,0.1299867021276596,0.1299867021276596,1.823e-01,1.9210108373890828,252,False,False,0,0.0,0.0,False,False,0.000692321584638636,0.0002788930715058697,0.0,0.0,False,498.0,745.0,498.0,456.5,382.5,618.0,533.0,0.001876172607879925,False,False,False
mean_MFCC_10th_coef,MFCC,0.7379643805610525,0.7827210355175057,-0.08067468776056591,0.08067468776056591,-0.028091755319148936,0.028091755319148936,7.827e-01,0.6987181778875112,252,False,False,0,0.0,0.0,False,False,0.001268799952717221,0.0003832635452057358,0.0,0.0,False,709.0,615.0,709.0,456.5,382.5,326.0,533.0,0.001876172607879925,False,False,False
det_LT_TKEO_std_1_coef,Wavelet,0.08846957749550194,0.13860233807628636,0.0229685521804407,0.0229685521804407,0.1427027925531915,0.1427027925531915,1.386e-01,0.03414301503620919,250,False,False,0,0.0,0.0,False,False,0.00045687150730442245,5.327200308270462e-05,0.0,0.0,False,480.0,709.0,480.0,456.5,382.5,693.0,533.5,0.0018744142455482662,False,False,False
tqwt_minValue_dec_22,TQWT,0.3126835532620186,0.401945353936817,0.09068102697848897,0.09068102697848897,0.08460771276595745,0.08460771276595745,4.019e-01,0.2372502605854683,252,False,False,0,0.0,0.0,False,False,0.0007284931418622303,0.0003371560773235328,0.0,0.0,False,585.0,596.0,585.0,456.5,382.5,604.0,534.8333333333334,0.0018697413524462448,False,False,False
tqwt_medianValue_dec_27,TQWT,0.43697699208287566,0.5291573237460909,0.08665686376708101,0.08665686376708101,0.06515957446808511,0.06515957446808511,5.292e-01,0.004395307432193136,252,False,False,0,0.0,0.0,False,False,0.000885304723733828,0.00026903899146914163,0.0,0.0,False,621.0,602.0,621.0,456.5,382.5,532.0,535.8333333333334,0.0018662519440124415,False,False,False
tqwt_meanValue_dec_10,TQWT,0.3051316551232721,0.39425945816615227,-0.1765335883560405,0.1765335883560405,-0.0859375,0.0859375,3.943e-01,2.1703128349989305e-20,252,False,True,0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,False,581.5,483.0,581.5,456.5,382.5,735.0,536.6666666666666,0.001863354037267081,False,False,False
tqwt_minValue_dec_20,TQWT,0.2867854121612575,0.378355491132045,0.055289935803880565,0.055289935803880565,0.08926196808510638,0.08926196808510638,3.784e-01,0.25677283211786656,252,False,False,0,0.0,0.0,False,False,0.0007466324164941968,0.00015055886761996705,0.0,0.0,False,570.0,648.0,570.0,456.5,382.5,596.0,537.1666666666666,0.0018616196090598823,False,False,False
tqwt_TKEO_std_dec_25,TQWT,0.45056376461838044,0.5419685141755624,0.10941991023642204,0.10941991023642204,0.06324800531914894,0.06324800531914894,5.420e-01,0.21517152950789153,251,False,False,0,0.0,0.0,False,False,0.0008113655219813786,0.0001976861234393715,0.0,0.0,False,625.0,568.0,625.0,456.5,382.5,568.0,537.5,0.0018604651162790699,False,False,False
tqwt_TKEO_std_dec_21,TQWT,0.7067348102479944,0.754921274583085,0.13248822052564302,0.13248822052564302,-0.03158244680851064,0.03158244680851064,7.549e-01,0.05441643078724491,252,False,False,0,0.0,0.0,False,False,0.000989642748607273,0.00015049024981112898,0.0,0.0,False,702.5,529.0,703.5,456.5,382.5,466.0,540.0,0.001851851851851852,False,False,False
